Class,Description,GroupValue,Renewal Prob,Number of Months from First Unlock
article_views_total,Total number of article views by the employee during the observation window.,94,1,12
article_views_total,Total number of article views by the employee during the observation window.,95,1,13
article_views_total,Total number of article views by the employee during the observation window.,97,1,12
article_views_total,Total number of article views by the employee during the observation window.,108,1,12
article_views_total,Total number of article views by the employee during the observation window.,109,0,
article_views_total,Total number of article views by the employee during the observation window.,113,0,
article_views_total,Total number of article views by the employee during the observation window.,116,1,12
article_views_total,Total number of article views by the employee during the observation window.,117,0,
article_views_total,Total number of article views by the employee during the observation window.,118,0,
article_views_total,Total number of article views by the employee during the observation window.,123,1,12
article_views_total,Total number of article views by the employee during the observation window.,128,1,12
article_views_total,Total number of article views by the employee during the observation window.,130,1,12
article_views_total,Total number of article views by the employee during the observation window.,131,1,12
article_views_total,Total number of article views by the employee during the observation window.,138,1,12
article_views_total,Total number of article views by the employee during the observation window.,139,1,12
article_views_total,Total number of article views by the employee during the observation window.,188,0,
article_views_total,Total number of article views by the employee during the observation window.,196,1,12
article_views_total,Total number of article views by the employee during the observation window.,198,0,
article_views_total,Total number of article views by the employee during the observation window.,200,1,12
article_views_total,Total number of article views by the employee during the observation window.,248,1,12
,,,,
guide_views_total,Total number of guide views by the employee during the observation window.,0,0.28265,13.639453
guide_views_total,Total number of guide views by the employee during the observation window.,1,0.421842,13.228426
guide_views_total,Total number of guide views by the employee during the observation window.,2,0.4,13.425
guide_views_total,Total number of guide views by the employee during the observation window.,3,0.419355,13.2
guide_views_total,Total number of guide views by the employee during the observation window.,4,0.390728,13.677966
guide_views_total,Total number of guide views by the employee during the observation window.,5,0.435897,12.676471
guide_views_total,Total number of guide views by the employee during the observation window.,6,0.466667,12.8
guide_views_total,Total number of guide views by the employee during the observation window.,7,0.538462,12.714286
guide_views_total,Total number of guide views by the employee during the observation window.,8,0.446154,13.275862
guide_views_total,Total number of guide views by the employee during the observation window.,9,0.369565,12.941176
guide_views_total,Total number of guide views by the employee during the observation window.,10,0.377778,14.235294
guide_views_total,Total number of guide views by the employee during the observation window.,11,0.421053,13.25
guide_views_total,Total number of guide views by the employee during the observation window.,12,0.490196,13.56
guide_views_total,Total number of guide views by the employee during the observation window.,13,0.428571,14.222222
guide_views_total,Total number of guide views by the employee during the observation window.,14,0.470588,12.625
guide_views_total,Total number of guide views by the employee during the observation window.,15,0.432432,14.75
guide_views_total,Total number of guide views by the employee during the observation window.,16,0.454545,13.466667
guide_views_total,Total number of guide views by the employee during the observation window.,17,0.444444,12.875
guide_views_total,Total number of guide views by the employee during the observation window.,18,0.418605,12.833333
guide_views_total,Total number of guide views by the employee during the observation window.,19,0.432432,12.4375
guide_views_total,Total number of guide views by the employee during the observation window.,20,0.336283,13.157895
guide_views_total,Total number of guide views by the employee during the observation window.,21,0.392405,12.677419
guide_views_total,Total number of guide views by the employee during the observation window.,22,0.457831,13.236842
guide_views_total,Total number of guide views by the employee during the observation window.,23,0.361111,13.051282
guide_views_total,Total number of guide views by the employee during the observation window.,24,0.414634,12.647059
guide_views_total,Total number of guide views by the employee during the observation window.,25,0.339806,13.342857
guide_views_total,Total number of guide views by the employee during the observation window.,26,0.4,12.947368
guide_views_total,Total number of guide views by the employee during the observation window.,27,0.321053,12.95082
guide_views_total,Total number of guide views by the employee during the observation window.,28,0.365217,13
guide_views_total,Total number of guide views by the employee during the observation window.,29,0.425676,13
guide_views_total,Total number of guide views by the employee during the observation window.,30,0.359375,12.869565
guide_views_total,Total number of guide views by the employee during the observation window.,31,0.433735,12.944444
guide_views_total,Total number of guide views by the employee during the observation window.,32,0.491803,12.666667
guide_views_total,Total number of guide views by the employee during the observation window.,33,0.553191,13.115385
guide_views_total,Total number of guide views by the employee during the observation window.,34,0.508475,13.6
guide_views_total,Total number of guide views by the employee during the observation window.,35,0.458333,13.337662
guide_views_total,Total number of guide views by the employee during the observation window.,36,0.506329,13.275
guide_views_total,Total number of guide views by the employee during the observation window.,37,0.487179,13.394737
guide_views_total,Total number of guide views by the employee during the observation window.,38,0.596154,13.290323
guide_views_total,Total number of guide views by the employee during the observation window.,39,0.413333,13.548387
guide_views_total,Total number of guide views by the employee during the observation window.,40,0.589744,12.73913
guide_views_total,Total number of guide views by the employee during the observation window.,41,0.631579,12.958333
guide_views_total,Total number of guide views by the employee during the observation window.,42,0.451613,12.785714
guide_views_total,Total number of guide views by the employee during the observation window.,43,0.5,12.642857
guide_views_total,Total number of guide views by the employee during the observation window.,44,0.526316,13.3
guide_views_total,Total number of guide views by the employee during the observation window.,45,0.535714,12.8
guide_views_total,Total number of guide views by the employee during the observation window.,46,0.681818,13.266667
guide_views_total,Total number of guide views by the employee during the observation window.,47,0.708333,12.941176
guide_views_total,Total number of guide views by the employee during the observation window.,48,0.555556,13.066667
guide_views_total,Total number of guide views by the employee during the observation window.,49,0.636364,13.357143
guide_views_total,Total number of guide views by the employee during the observation window.,50,0.526316,12.5
